,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
76561,56628,-5.668005822,4.625185433,-3.825955632,-1.724182239,-2.511080372,-0.017168201,-3.411190753,4.707749956,-1.251212211,-1.355372412,-1.441509045,2.486357225,1.87793771,2.991021025,-0.397928401,1.987177043,0.50483033,0.37538635,-0.201409078,-0.770703498,0.438292128,-0.29432456,0.36042052,-1.655526382,0.211229679,0.826936983,-1.764892288,-0.366687078,0.77,0
127513,78358,1.170445565,-0.034167139,0.62198313,0.840013138,-0.440337817,-0.094371958,-0.200823049,0.022781408,0.568518373,-0.277308788,-0.491467341,0.791573014,0.353701965,-0.262798656,-0.172662924,-0.646794602,0.330960192,-1.066652715,-0.172939473,-0.116658953,-0.073780018,0.076589758,-0.049245602,0.150110025,0.491109053,0.438806254,0.004633062,0.010569444,11.5,0
190843,129003,-0.606169915,0.380201885,1.066876258,-1.095811792,0.357306234,-0.711837374,0.472572826,0.080625251,0.385565378,-1.605716114,-0.475761967,0.23176614,0.453526578,-1.661341166,-0.454793115,1.255026321,-0.161484207,0.266857631,-1.878893277,-0.034636154,0.051682943,0.01840461,0.272071537,1.045696843,-0.979093819,-0.091385613,0.146709176,0.25424901,53.14,0
250221,154787,-0.088352204,0.916853145,0.255779169,-0.596320594,0.390475012,-1.12121547,1.02201769,-0.251489215,0.011127734,-0.3051934,-0.897441228,0.17937331,0.088645517,0.061193036,-0.403613607,-0.110132387,-0.417487047,-0.767532968,-0.083537743,-0.052086547,-0.242952887,-0.562160992,0.095348411,0.040498364,-0.494854467,0.125345662,0.115073162,0.092901541,6.28,0
214710,139786,-0.383734284,1.225164972,-0.596445331,-0.813674998,1.145513549,-0.154730028,0.93716985,-0.133781484,-0.091705651,0.371320283,0.609197851,1.039995375,1.082756065,0.22886676,-0.204338664,-0.239232316,-0.943053027,0.589239523,0.414122217,0.17120193,0.400989956,1.407229492,-0.110880843,0.282992851,-0.681452113,-0.262755059,0.356710801,0.362101417,0.89,0
205606,135832,1.960216492,0.444817488,-2.300304491,1.384060365,1.034518372,-0.655013897,0.588815439,-0.19476914,-0.144928166,-0.199650865,1.193001222,0.735724157,-0.336712198,-0.801443704,-1.030444741,-0.042621386,0.763823041,0.513502357,-0.160198329,-0.188162438,0.023298521,0.212030318,-0.010199823,0.582867843,0.44250029,-0.543541515,-0.007041155,-0.029687186,20.24,0
170069,120000,2.04126137,-1.720484255,-0.649616622,-0.980535173,-1.707141978,-0.901027069,-0.864609272,-0.296308739,-0.835192076,1.285981647,-1.027540664,0.101358897,0.691010635,-0.937206596,-2.191250562,-1.569364324,1.31557152,-1.045769553,0.378817938,-0.257047505,-0.430841206,-0.678328045,0.269076115,0.458230112,-0.239786426,-0.363034724,0.009385797,-0.029939624,115.31,0
277751,167833,-1.318978539,1.185691632,-1.222546784,-0.707596162,1.163801746,0.510539143,0.255204503,0.728764955,0.445634249,-0.314227691,-0.198957249,-0.079563739,-0.730242567,-0.692840938,0.706325914,-0.480104826,1.422098526,-1.586659221,-1.389350197,-0.24017704,-0.328438386,-0.552658365,0.476558909,-0.473711797,-0.51418995,0.216663252,0.203137623,0.057837625,9.99,0
75291,55987,-1.576152369,-5.445013929,-1.762311151,0.542997756,-2.185685464,-0.042416189,1.640299838,-0.507802995,-1.118494877,0.044020551,0.866404995,-0.049823901,-0.128381714,0.402184498,-0.673153827,1.038623004,0.317969884,-0.697659278,0.738866837,3.185509736,1.111028414,-0.303677539,-1.573938644,0.118243407,0.223297871,-0.225019805,-0.307583047,0.258209281,1554,0
73535,55177,-1.313176382,-1.3362703,0.901697006,-0.880433745,-4.060627621,3.138867374,2.88660785,-0.11422109,-0.991083801,-0.547931824,1.396139236,0.370455162,0.631428776,-0.986304527,-1.00682181,0.55201019,0.844594097,-1.747633562,0.554311312,0.220300259,0.152679828,0.780622814,0.529362544,-0.221501547,-0.112278568,-0.241077757,0.384294826,-0.17566182,887,0
109495,71408,0.893314134,-0.679728818,1.013090471,0.55065005,-0.850927421,0.856202443,-0.84564639,0.500517523,0.720624883,-0.125641167,1.345392027,0.61534117,-1.058101851,0.170827837,0.588283751,0.002808156,0.059846829,-0.258718576,-0.673371781,-0.021410649,0.242120507,0.633775085,-0.070620911,-0.234944412,0.074160439,0.64227926,0.00773921,0.019808082,99,0
44197,41841,1.037518709,-0.31388434,0.844871266,0.432468512,-0.788514076,-0.103715838,-0.44669393,0.092046287,0.183951041,0.014766232,1.141456837,1.016727457,0.630292215,0.08089223,0.687666342,0.941818794,-0.967159194,0.568730636,0.011833478,0.145429027,0.082477809,0.049442258,-0.071466506,0.050664765,0.1497262,0.384008852,-0.024063532,0.028762556,91.06,0
201871,134070,-0.671854937,-1.386761875,0.420465436,-2.48043343,-0.097326981,-0.501224809,-0.165356401,-0.442512432,-1.717288185,1.647836466,0.292160817,-0.416606809,0.826278059,-0.871235731,-1.203622584,-0.256032091,-0.23815867,0.532265855,0.263668856,-0.876011805,-0.30077465,0.324066701,0.606083212,-0.503437612,-0.294483821,-0.282202829,-0.198241758,-0.349530439,27.9,0
253159,156113,-1.225853194,-0.647372378,1.187277003,-2.973942619,-0.545045796,-0.487043799,-0.674710076,0.490373801,-2.584051225,0.334181144,-0.00281235,-0.398306237,0.46617578,-0.150989853,-1.426160919,0.092612808,0.036739661,0.703547435,-0.309407795,-0.261269792,-0.037923898,-0.092661318,-0.358324673,-0.423987782,0.675660241,-0.137432973,-0.094866927,-0.107191252,28.4,0
21690,31808,0.735974039,-1.180045263,0.851688162,0.453982645,-1.48772473,-0.307633232,-0.363232728,0.022013068,1.260305239,-0.550453655,-0.888879901,0.291309427,-0.531636386,-0.390410058,-0.211062546,-0.060509095,0.181610692,-0.519625953,0.392690227,0.388410676,-0.091456259,-0.588630755,-0.130420733,0.464360512,0.028058034,0.91806683,-0.0838364,0.056034736,254.62,0
184638,126321,-1.70697165,0.054670744,-0.925526356,1.975640006,1.897424772,-0.663100442,1.475902876,-1.258134628,-0.326477825,2.299610512,1.109965053,0.358489004,0.549016565,0.137348567,0.891464748,-1.398652813,-0.244266585,0.351312965,2.877238636,-1.21030065,-0.093297879,1.493134518,0.772865324,-0.314901809,-0.76452571,-0.317613875,-0.706973975,-0.272801575,3.32,0
55416,46930,0.981313549,-1.078303341,1.327786162,-0.425536545,-1.140659483,1.438293685,-1.441432345,0.573872728,-0.344603588,0.380332818,0.738100195,0.666108006,1.011109623,-0.340555905,2.518542321,-2.064370666,0.899067103,-0.38851115,-2.945448625,-0.438487243,0.040247838,0.670580207,0.159421091,-0.585728158,-0.311201381,0.804994755,0.092945791,0.03473607,74,0
226254,144554,-0.04872884,0.863386699,-0.100278785,-0.902505778,1.007310142,-0.532534042,1.163825726,-0.340500804,0.398490852,0.117660747,-1.776931626,-0.393712463,-0.036248895,-0.187882884,-0.256140868,0.118274891,-0.887925619,-0.427429072,0.283827286,0.180089444,-0.41420653,-0.77736845,-0.082009039,-1.018937349,-0.331379564,0.179972061,0.191171801,-0.074446669,9.98,0
258621,158739,-1.190876479,-0.667284411,1.472025465,-3.181543693,-1.07527779,0.661007013,-0.344967318,0.424863582,-2.095720977,0.530739257,0.085760567,-0.806540757,-0.028487823,-0.503702765,-0.978766957,0.359934377,-0.157932426,0.709487253,-0.380883081,-0.356586822,-0.303626055,-0.615526297,-0.066108365,0.218202118,0.310087388,-0.432588597,-0.324873574,-0.271558861,125,0
194787,130756,1.360946604,-1.241471774,-0.674765381,1.389967599,-0.782869944,0.101514649,-0.309521223,0.137924764,0.865988716,0.294546455,0.268341992,0.041218174,-1.39975608,0.557504952,0.352312928,0.804024699,-1.006316106,1.10683425,-0.504539508,0.264649657,0.420961304,0.601520373,-0.148707357,-0.438114726,-0.250303199,-0.581847652,-0.009623327,0.004044209,300,0
186322,127051,2.067122175,0.098842306,-2.121117676,0.176725539,0.72627976,-0.529583408,0.131692993,-0.150007106,0.423631435,-0.307872651,0.453166617,0.349373324,-0.068657982,-0.555453907,0.337868084,0.648374327,-0.162483095,1.26207954,0.171999936,-0.167200733,0.18708344,0.672335489,-0.156267741,-1.164317393,0.337995418,-0.052077377,-0.006426522,-0.051657173,8.99,0
160018,113083,2.073019245,-0.192544944,-1.508695105,0.190524242,0.052166412,-0.872859418,0.004215645,-0.144685446,1.077988058,-0.044422746,-1.085954591,-0.841093118,-2.091614889,0.906574966,1.185858102,-0.213874983,-0.382209007,0.297092423,-0.229736528,-0.369754044,0.243609818,0.752067998,0.042375638,0.638437118,0.268658054,-0.439978994,-0.007318191,-0.052383668,1,0
48142,43513,1.232224794,0.288427093,0.421065296,0.78012056,-0.622090436,-1.284030438,0.02456617,-0.166635311,0.16507139,-0.253183798,0.050808838,-0.201671056,-0.854323384,-0.064284985,1.182411457,0.431531255,0.171650291,-0.279914356,-0.314359052,-0.15647639,-0.277830544,-0.8538195,0.181738625,0.643492323,0.137922404,0.077618203,-0.029371479,0.031963248,1.98,0
22886,32488,-0.708091615,0.990109304,0.622019584,0.850588787,-0.141362717,0.001751538,0.670898263,0.415613819,-0.772340677,-0.557534542,-0.861643226,-0.296936652,-0.361447008,0.777357488,1.310774434,-0.348490763,0.149465254,-0.083311974,0.183958567,0.038974255,0.253775137,0.500651506,0.101755064,-0.294819942,-0.23679264,-0.282024842,0.028281267,0.100761994,103,0
95366,65274,-0.184357835,-1.957267321,-0.634281846,1.897701733,-0.677688567,-0.136289162,1.196354306,-0.292307392,-0.054675657,-0.385438497,-0.384825001,0.500645111,0.114688255,0.41261089,0.315610823,-0.581790886,0.180286105,-0.758836711,-0.717745222,1.265105392,0.427378787,-0.189700423,-0.749436637,0.130448305,0.508314685,-0.307640767,-0.108428004,0.135099069,718.31,0
7141,9362,1.248808123,-0.103157511,0.623330702,0.749417757,-0.2229406,0.632737283,-0.610518656,0.141913016,2.088426868,-0.516886423,0.715394853,-1.595596668,1.572635508,1.092121099,-2.249745137,-0.005448225,0.359796865,0.478859318,0.847146559,-0.140369435,-0.318034979,-0.350056052,-0.186341941,-0.702983788,0.601030158,0.537678429,-0.035911369,-0.015283079,0.01,0
54212,46335,-0.264331808,1.189793529,-1.648515024,-0.851321845,2.685421113,2.850134558,0.022344224,1.180578963,-0.87819157,-1.088689179,0.00533919,-0.374526546,-0.138361513,-0.663997565,0.813785041,0.836161114,0.462584179,0.78603208,0.119775658,-0.049483182,-0.04968702,-0.394606075,-0.099373852,0.905554011,-0.048888508,0.277456469,-0.102102616,-0.01066153,0.76,0
36003,38356,1.156498035,0.304485131,0.58567178,1.143009149,-0.329190277,-0.606757802,0.069050621,-0.091661609,-0.022775202,-0.060047205,0.204762261,0.596122245,0.302533545,0.312837668,1.212342812,-0.229818166,-0.097250496,-0.763111491,-0.858237867,-0.149603934,0.00235488,0.072268059,0.041162331,0.390985284,0.434897061,-0.43063821,0.040604434,0.027124865,9.6,0
235494,148409,0.216188172,0.497093422,1.012989154,0.814045202,0.159465417,1.078848099,-0.244268444,0.27317567,0.006029928,0.035240767,0.259293525,0.707363927,0.857404557,-0.053649351,0.986884786,-0.666513826,-0.073998514,1.377889656,3.016047782,0.315270164,0.335290949,1.248456892,-0.171841578,0.166094602,-0.781046016,0.125722081,0.304819966,0.222439146,9.99,0
104722,69204,1.26591601,-0.15224491,0.463580504,-0.248276482,-0.657728701,-0.533136857,-0.3886654,0.060787389,0.311645373,-0.013042228,1.001633837,0.26415623,-0.907632671,0.507215841,0.686439108,0.747006386,-0.678152995,0.309001539,0.450955823,-0.111091057,-0.116718968,-0.404114119,0.05697703,0.0325878,0.098344923,0.911142045,-0.081335758,-0.006524641,0.77,0
158263,111108,2.102420347,-0.094278506,-1.474494948,0.344963155,0.196813373,-0.772828995,-0.094772216,-0.222094506,2.416183987,-0.399437071,-0.451753275,-3.571954027,-0.632147858,2.365938413,0.444357615,-0.100809651,0.215725492,0.769091614,-0.265145813,-0.413252769,0.068137766,0.477403136,0.019203768,0.370965621,0.286302923,-0.467410653,-0.039044057,-0.061266765,1,0
163353,115866,2.238713497,-0.642433536,-1.693370985,-1.121378693,0.063478257,-0.575549582,-0.259154193,-0.371758708,-0.750058792,0.811853819,-0.818782809,0.018241626,1.902884927,-0.325429154,0.285746461,0.939270437,-0.111658531,-1.366545051,0.557598191,0.139864958,0.423518762,1.260195314,-0.071712967,0.27840644,0.330382339,0.06515933,-0.033980333,-0.058739573,28.82,0
198437,132494,-3.27354874,3.508269439,-1.614490586,-1.528272849,0.649233549,-0.866090416,1.533881876,-0.615625458,3.482264092,4.811201404,0.038190245,-0.197237146,0.105205057,-2.930660827,0.155378431,-0.371749322,-0.122405901,-0.672295034,-0.72548405,2.217939951,-1.068432824,-0.975055475,0.094609479,0.443868986,0.212792136,-0.00898213,0.369257681,-0.597536691,8.99,0
261668,160133,1.425482315,-2.772939865,-1.868928443,-1.353081835,-1.47560966,-0.706207163,-0.323796902,-0.339137719,-1.714705663,1.664996683,0.422794839,-0.744999035,-0.250886098,0.288295105,-0.32330336,-0.199358285,0.080182446,0.874847693,-0.092661771,0.465114071,0.384596271,0.489343991,-0.37780412,-0.315480611,-0.104059876,0.031153667,-0.105799826,0.005072408,473,0
33718,37356,0.794890887,-1.421949054,0.891926463,0.812403403,-1.39235031,0.967313614,-0.977308062,0.453976402,-0.089682836,0.685499395,0.125527491,-0.050308356,-1.667692934,0.005140773,-0.803328098,-1.551338749,0.234853683,1.451812636,-0.790700088,-0.270045073,-0.381255889,-0.917484493,-0.080680809,-0.385645387,0.123852147,-0.422338276,0.058627371,0.055812862,213.98,0
100911,67663,1.157316485,0.163832118,0.628623921,0.86745036,-0.185849688,0.208261246,-0.295038187,0.218878607,-0.00121294,0.100234707,1.237082892,0.767699076,-0.281330216,0.496416171,0.778697684,0.387462868,-0.621934289,-0.001696094,-0.30977548,-0.172469266,-0.140699071,-0.414787243,0.097106667,-0.367099398,0.2302867,-0.58868655,0.048174407,0.016156592,0.12,0
9339,13544,1.277231991,-0.163116181,-0.853232666,-0.079311661,1.954557502,3.705655318,-0.804448625,0.819347598,1.781017485,-0.523043406,0.376128931,-2.246506968,1.457203767,1.399529286,-0.941765444,-0.06500845,0.326563219,0.163898171,0.355733483,-0.040637485,-0.291126587,-0.504778495,-0.114410333,1.002196697,0.718734688,0.414767949,-0.04136711,-0.001881867,9.99,0
119558,75493,0.843921298,-0.514871108,1.087399683,1.337155644,-0.888996157,0.555154347,-0.626060703,0.361756589,0.549697862,0.009705291,1.083504183,0.721373193,-0.719085298,0.136191813,0.228483243,0.238246035,-0.348470914,0.362132712,-0.587921594,0.046935144,0.268549874,0.635140902,-0.17075675,0.020308656,0.333484588,-0.240374751,0.052685192,0.041980743,127.79,0
22718,32401,1.114235723,-0.823632303,0.062671018,-0.945484511,-0.134683505,1.195113656,-0.772542528,0.467487051,-1.124794062,0.625409204,2.340702468,0.250026536,-0.349195766,0.328487705,1.089361591,-0.056416479,1.265610602,-2.783909651,-0.752572368,0.006723842,0.405022191,1.106093431,-0.032070639,-0.978460932,0.259180453,-0.008984012,0.05122721,-0.007693798,53.85,0
200783,133575,-2.744149641,3.14283031,-3.227692797,-1.830989139,0.51896832,-0.739064664,0.312264195,1.230778473,0.562099276,1.508684876,-0.622836116,0.208049937,-0.958672803,1.422735549,-0.653665793,0.108522902,-0.57314358,0.605120951,0.320351697,0.646450112,0.104005576,0.495850728,-0.091461617,-0.360158421,0.27272949,0.14779158,0.840821152,0.547267264,0.69,0
282785,171148,0.211314488,2.148825024,-0.847159953,4.922152842,0.58528381,-0.06265594,0.141393664,0.6538869,-2.004933937,0.713454596,1.16813952,-1.09990018,-1.828036908,-1.628951677,0.106132607,0.969805756,2.440812033,1.458406524,0.954925368,0.062588855,-0.32573922,-0.950508167,0.240960766,-0.329587841,-0.814721996,0.037557898,0.173354946,0.007751001,0.9,0
267523,162808,-0.282045292,1.086823344,-0.698652545,-0.710777949,1.242575634,-0.382383903,1.003957621,-0.212046952,0.173154088,0.108220784,-1.371360991,0.102891878,0.89846518,0.112010967,0.548949346,-0.329668425,-0.761306089,0.222472044,0.226912247,0.132593271,0.299157657,1.232295228,-0.064621556,0.07893567,-0.598573298,-0.21192164,0.512955756,0.360030459,1,0
45091,42204,-0.436689411,1.031423379,1.457253012,-0.229732743,0.1919027,-0.358691616,0.662751371,0.059261122,-0.742546491,-0.168070843,1.127928312,0.907653188,0.715675894,0.177833621,0.093600751,0.45801734,-0.804002721,0.164202326,0.420747787,0.173082564,-0.187281592,-0.484282035,-0.073439121,0.00292783,-0.154729794,0.071538964,0.26426206,0.109268696,7.44,0
60577,49387,-7.119979701,-0.620862669,-5.400074596,-0.917391109,-0.594210913,2.800946927,-0.843968543,3.473405917,-0.081582615,-0.443712344,-1.327935664,1.081348424,0.501520569,1.960551828,-0.231000572,1.389820402,0.284615392,-0.056211672,-0.061452577,-0.659416455,-0.300438971,-0.421516265,-0.039474741,1.200638252,0.127584504,0.890740527,0.836534835,-1.005792375,112.29,0
102628,68285,1.258209201,0.036292404,-0.262639763,-0.206687432,0.088659651,-0.517580481,0.236598467,-0.124950322,-0.270826371,0.021238536,0.807310911,0.675824942,0.066671108,0.583227979,0.216592745,0.558968142,-0.750670144,-0.236889627,0.871358021,0.022102269,-0.428765819,-1.388520038,0.067985327,-0.488261473,0.168628367,0.653364889,-0.111615004,-0.009774754,36.99,0
267557,162824,-1.650699308,-0.502441082,-1.09944449,-1.137406464,2.310899507,-0.851110313,2.268150267,-1.098775058,0.387248342,1.040538935,0.752672821,-0.046211585,-0.536935963,0.035612317,-0.433427737,-0.497269621,-1.193280785,0.109266064,0.428796501,-0.541543731,-0.183132762,1.099292829,0.593657229,0.274447857,-0.044576,0.016414055,-0.1417996,-0.231665002,77.87,0
23050,32562,1.281572811,-0.81807248,1.066920921,-0.672363273,-1.648198921,-0.542480723,-1.154038377,0.109666956,-0.550178704,0.792477995,1.424750279,-0.30989571,-0.618459365,-0.073515451,0.489790394,1.655711327,-0.072829735,-0.322301905,0.434837366,0.079217827,0.448261067,1.131992779,-0.095998812,0.557430455,0.335354939,-0.078414086,0.025327192,0.019105696,29.99,0
33707,37349,-0.44935887,1.044899252,1.376103065,0.91188344,0.222560203,-0.501233019,0.73570512,-0.11478879,-0.669113358,-0.158977075,0.058437524,0.262706617,0.321228812,0.284218133,1.212109622,-0.739684049,0.180421681,-0.499134323,-0.045910126,-0.051966673,0.223627997,0.710067105,-0.107892369,0.430209165,-0.375084744,-0.33899841,0.069502108,0.162551564,14.8,0
252487,155828,-0.231593913,1.142380625,-0.928789329,-0.685088584,0.716681889,-0.357468047,0.511376464,0.521900478,-0.34833191,-0.880349553,0.421917396,0.228030722,-0.671734521,-0.38156802,-0.873393496,0.789703752,0.195416244,0.526766245,0.190239111,-0.082630552,-0.270714749,-0.857768254,0.139236869,0.15422913,-0.397768737,0.121065192,0.082659225,0.008270328,18.88,0
261882,160226,2.063515668,-0.038612211,-1.05747024,0.416694654,-0.13707643,-1.216664824,0.191558901,-0.34193949,0.523489899,0.070306434,-0.713406679,0.50312331,0.178153472,0.25269694,0.026534517,-0.113352036,-0.291474303,-0.88694183,0.142272817,-0.219120612,-0.287897859,-0.687484912,0.340725024,0.049435027,-0.295322293,0.195091051,-0.069793181,-0.059755361,0.89,0
58175,48267,1.185203881,-0.517503966,0.654844589,-0.368021961,-0.50196937,0.714034853,-0.868937781,0.227700907,0.909669884,-0.329432951,-1.272350746,0.080465021,1.053604664,-0.408471269,1.997064101,0.942254701,-0.853415946,0.222587221,-0.197053547,0.116367921,0.169724635,0.497428507,-0.200101947,-1.224064335,0.180369209,1.254180509,-0.020973733,0.014040307,57.99,0
41989,40909,-0.628743209,1.224911333,1.048913709,-0.239425027,0.409545796,-0.000385185,0.553479569,0.218940642,-0.50636205,-0.091929214,1.505607216,0.805592162,0.467626302,-0.373733498,0.441290542,0.344056621,-0.11526443,-0.050127752,-0.069156555,0.253337238,-0.232967156,-0.512168833,-0.03447935,-0.352106326,-0.155384574,0.107899045,0.369781493,0.140467268,6.54,0
4965,4522,-1.085560885,1.254512425,1.331520634,1.300926225,-0.353385259,1.817554272,-0.526294302,-2.11658822,1.637407358,-0.40216743,0.214741102,-2.516962689,0.221672229,1.449804481,-1.876536291,-0.383991709,0.845384459,1.194053835,1.712884717,-0.664908084,2.048840451,-0.872019085,-0.320050727,-0.91996853,0.008156967,-0.161972799,0.3612781,0.096824708,122,0
189608,128480,-1.570025772,1.547644848,0.332170755,-1.411683866,0.800951649,-0.382720144,0.79749329,0.442959768,-0.449220157,-1.474297309,0.695595158,0.914536241,0.212901318,-1.099701329,-2.174746728,0.628749462,0.25522438,0.426689431,-0.951835909,-0.1395058,0.067011745,0.176288063,-0.511382206,0.739519755,1.119281103,0.518114733,-0.205862292,0.034481033,3.5,0
149181,90758,-0.12936402,0.396577408,1.666082613,1.187198732,-0.058251181,0.757605753,-0.506838064,0.294326502,1.37959265,-0.375733553,1.620566517,-2.412137781,0.822204566,1.732054062,0.500755978,-0.882845037,1.084079918,1.539052428,2.553145326,0.223842388,0.190737497,0.931998954,-0.13650551,0.67654405,-0.511549081,0.135934621,0.206988824,0.171365446,12.99,0
232176,147070,1.723894588,0.137041296,0.048794067,3.849747288,-0.217502734,0.148857932,-0.198110561,0.050917622,-0.497134967,1.344104118,-1.343093515,-0.242925948,-0.013777472,-0.025937345,-0.394369976,1.340119208,-0.989430255,-0.358992393,-1.517063957,-0.118067497,-0.206705077,-0.792495033,0.369125508,-0.209040217,-0.593156276,-0.42315768,-0.01178064,-0.012956912,88.49,0
95884,65510,0.770850418,-0.210254945,1.179881363,2.676826418,-0.839489797,0.101351637,-0.26454724,0.186928544,-0.249819557,0.551439058,-0.243109241,-0.443797712,-0.982939704,0.302552789,1.171600499,0.737525275,-0.323001501,-0.41339174,-1.679134027,0.081005093,0.095963167,-0.148642594,0.023353711,0.357048271,-0.001845384,-0.114902883,0.001849347,0.062634694,165.96,0
23782,32912,-0.184694529,-0.163157953,1.914158066,-0.989413357,-0.696511454,0.271315989,-0.420902346,-0.022171671,-0.988025635,0.941017748,0.638676155,-1.042491411,-0.433603284,-0.405236627,0.894855185,1.334045698,-0.146679805,0.229456993,1.909279461,0.310574933,0.45613977,1.352270276,-0.305277202,-0.313172196,-0.385651423,0.00905461,-0.119199473,-0.07938457,29.99,0
258118,158503,-0.792629532,1.231193508,-2.050127985,-1.554019054,3.587258583,3.28200243,0.760404947,-0.199740217,0.164330069,-0.223074405,0.004507101,-0.388652993,-0.532027597,-1.012570776,-0.116245727,0.659637353,-0.442450672,0.448482024,-2.40140746,-0.208820867,0.9952508,0.729718203,-0.065825955,0.572892581,-0.56299929,-0.819075984,0.411109919,0.197857828,45,0
40064,40079,-1.158551995,0.741188155,1.057869505,1.351806209,0.222395086,0.136815637,0.028796328,0.675340925,-0.77669656,-0.1741308,1.003213509,1.285561842,0.317057855,0.465370792,-0.552559022,-0.918908979,0.528629766,-0.183550507,0.993931484,0.246183,0.118326267,0.36561976,-0.074457332,0.04381566,-0.078147984,-0.245106487,0.305753459,0.058903973,30,0
7404,9995,-0.847048269,1.561131634,2.241286776,2.389117448,0.773770066,0.22274146,-0.307122278,-0.651933413,-0.337405355,0.361153391,1.726348951,-2.547199412,1.086764375,2.029032674,-0.392643158,0.552612346,0.252882707,0.734144378,0.452289864,-0.190016938,0.449906809,-1.190608102,-0.851337279,-0.08070466,-0.166942086,-0.131712778,0.101800308,0.096796613,3.87,0
192380,129666,-1.737270347,2.433193498,-1.24541964,-0.960251189,0.669338476,-0.669852702,0.706217081,-0.856941309,1.20830971,1.358191866,-0.343420514,0.552921294,0.999933211,-1.686486659,-0.204220798,0.103115104,0.349180632,-0.518484492,-0.515106013,0.768839991,0.209794774,-1.143430024,0.311625358,0.485662179,-0.004317144,0.156322264,0.996728743,0.572194085,8.99,0
103957,68864,-0.879240651,-0.413645213,1.729373987,-0.004863006,0.772023685,-1.113028483,0.560191335,-0.431813346,0.705681705,-0.123756565,-0.925647606,-0.406595895,-1.141643964,-0.471490201,-0.648986407,-0.177739659,-0.440522011,-0.540983311,-0.302734879,0.011064295,-0.215122065,-0.371304287,0.15449633,0.375791979,-0.817505676,-0.159316512,-0.387774284,-0.098547647,29.99,0
233269,147508,-1.551669504,0.972824518,-0.178206762,-2.0085938,2.260153152,4.119508591,-0.15517512,0.804332363,1.319809567,0.984043042,-0.230677134,-0.169083611,-0.230200932,-0.794806405,0.491652661,-0.036281086,-0.829215535,-0.076387016,-0.532320527,0.382967031,0.10542589,0.712387134,-0.220335645,0.746127001,-0.311131449,0.433232475,-0.716465978,-0.363981087,8.04,0
28357,34970,-0.339843192,1.173437293,1.306918404,0.056800207,0.078418186,-0.971954865,0.7479785,-0.104584456,-0.478588916,-0.527332435,-0.116708836,0.214919894,0.669984029,-0.539246563,0.83313401,0.356295565,-0.022831593,-0.206860118,-0.094906566,0.147929992,-0.257705669,-0.643806943,-0.022702026,0.349450448,-0.142217579,0.070018039,0.249451256,0.099441418,2.69,0
222125,142837,2.096016792,-1.351746121,-1.940885929,-1.881259034,1.279437513,3.675285951,-1.592563507,0.946429495,-0.033799561,0.743493388,-0.046734933,-0.425120426,0.131514479,-0.297099341,0.585715677,1.075901931,0.047135754,-1.278222037,0.309093715,0.106453481,0.338322563,0.889299886,0.149950566,0.742938849,-0.120863799,-0.070206316,0.025022151,-0.049441531,39.99,0
92257,63848,-2.027792849,-1.715985195,1.744218125,1.123155738,1.513186006,-1.09908689,-0.557780741,0.287515789,0.591604888,-0.707576965,-1.774646634,0.027445443,-0.696550161,-0.358305707,-1.423855798,-0.317888917,-0.139177246,-0.038968314,-0.21209956,0.547429963,0.207972396,0.073215918,0.414999601,0.013977012,0.069932208,-0.468938297,0.064932458,0.200516599,119,0
184077,126082,2.024655334,-0.715605703,-0.25196502,0.550826245,-0.824348115,0.225057362,-1.000585997,0.101859945,-0.305742153,1.115608717,0.225457821,0.988778762,0.96015214,-0.254461475,-0.628959774,-1.098033073,-0.690619604,2.040479679,-1.041854114,-0.602006199,-0.080258514,0.483768162,0.110069977,-0.418129063,-0.07626529,-0.480494956,0.089924583,-0.039660712,10.5,0
56056,47252,-1.878658492,0.752120485,1.514592542,0.658044125,-0.394474986,1.473919249,-0.435242934,0.957995405,0.461980012,0.087684584,-0.365258929,-0.377069321,-1.645588309,0.168456303,0.297596141,0.104165763,-0.14426571,0.844008448,1.05807385,-0.129288884,-0.085276771,0.038924559,-0.215722189,-1.195828497,0.297347517,-0.250901461,-0.583929055,-0.405956702,53.8,0
280913,169837,-0.08726106,1.288751655,-1.295930837,-0.35986257,0.788762169,-0.870072051,0.602346317,0.250654661,0.00388666,-0.975285439,-1.706117473,-0.773685703,-0.422615701,-0.460871226,0.790563622,0.477427565,0.263580176,1.145418053,0.192289891,-0.089086576,0.228104191,0.75909417,-0.265218889,-1.087045351,-0.183559652,-0.072274364,0.25817271,0.11492706,6.27,0
107991,70706,-1.271662924,0.279047109,1.394130952,-1.175135075,0.391857719,1.222419728,-0.475090351,1.20298574,-0.420941065,-1.038851449,1.821740011,0.584927688,-1.171728103,0.822545554,1.098861445,-0.213396981,0.520576046,-1.589055981,-1.830236058,-0.294250931,0.138887165,0.128773406,0.187285391,-1.014740375,-0.916179129,0.719487207,-0.030283196,-0.01572077,10.81,0
